track_name,artist_name,play_count,lyrics,error
My Way,Calvin Harris,9259,"Why wait to say? At least I did it my way
Lie awake, two-faced, but in my heart, I understand
I made my move, and it was all about you
Now I feel so far removed

You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way

My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way
My way
My way

Why wait to say? At least I did it my way
Lie awake, two-faced, but in my heart, I understand
I made my move, and it was all about you
Now I feel so far removed (Yeah)

You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way

My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way

You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way

My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way
My way, oh, way, oh, way, oh, way",
I Will Follow You Into The Dark,Death Cab for Cutie,9252,"Love of mine, someday you will die
But I'll be close behind, I'll follow you into the dark
No blinding light or tunnels to gates of white
Just our hands clasped so tight, waiting for the hint of a spark

If Heaven and Hell decide that they both are satisfied
Illuminate the ""no""s on their vacancy signs
If there's no one beside you when your soul embarks
Then I'll follow you into the dark

In Catholic school, as vicious as Roman rule
I got my knuckles bruised by a lady in black
And I held my tongue as she told me, ""Son
Fear is the heart of love,"" so I never went back

If Heaven and Hell decide that they both are satisfied
Illuminate the ""no""s on their vacancy signs
If there's no one beside you when your soul embarks
Then I'll follow you into the dark

You and me have seen everything to see
From Bangkok to Calgary and the soles of your shoes
Are all worn down, the time for sleep is now
But it's nothing to cry about 'cause we'll hold each other soon
In the blackest of rooms

And if Heaven and Hell decide that they both are satisfied
And illuminate the ""no""s on their vacancy signs
If there's no one beside you when your soul embarks
Then I'll follow you into the dark

Then I'll follow you into the dark",
All Along the Watchtower,Jimi Hendrix,9252,"""There must be some kind of way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None will level on the line
Nobody offered his word,"" hey


""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke, but, uh
But you and I, we've been through that
And this is not our fate
So let us stop talking falsely now
The hour's getting late, hey


Hey

All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too, well, uh
Outside in the cold distance
A wildcat did growl
Two riders were approaching
And the wind began to howl, hey

All along the watchtower
Got to be a way, got to be a way out here
All along the watchtower",
Let's Get Lost,G-Eazy,9251,"Take me down
Take me all the way down tonight, soon I'll be leaving
Break me down
Break me all the way down, before the night is over
(Over)
Let's get lost, Let's get lost
Let's get lost, Let's get lost

What it is, what it could be?
My imagination runs fast
Only if you comin' with me
4 AM, staying up past
Or however long these drugs last
Don't know why I live so fast
They be telling me to slow down
I be screaming out ""fuck that!""
I really wanna take you down
Moaning is how I wanna make you sound
Can't wait until I get you home
Fuck that, I wanna take you now
Let's do it all - have a ball
Hook up tonight in the ladies' room stall
Follow you there, I'll let you make the call
You can text all your friends say you'll see them tomorrow
That's if you're down
She never fucked the first night until now
Let me, plow
Faded, I'm drunk off the brown
Stayed up all night on the town
Act like tomorrow just doesn't exist
Time isn't real, ain't shit on my wrists
Let go of everything, then you have bliss
Then she told me this

Take me down
Take me all the way down tonight
Soon I'll be leaving  (I'll be leaving)
Break me down
Break me all the way down, before the night is over
(Over)
Let's get lost, Let's get lost
Let's get lost, Let's get lost

Let's get lost tonight
You can be supreme Kate Moss tonight
Turn up in the Soho loft tonight
Do drugs, take 10 shots tonight
Awesome, I'm naked with Naked and Famous jeans on the floor
Live a wild life, you ain't seen this before
You should give brains and I mean this for sure
That's what genius is for
Beautiful girl that I just met on tour
Another good girl that I'll probably destroy
Her life was stable until she met me
Sheltered and safe, so she never gets freed
But she loves trouble, she's drawn to the danger
Never goes crazy, I bet I can change her
I could make her fall in love with a stranger
Switch up the pace, I don't mean Danny Granger
Can't wait until tomorrow? I'm fine with today
You pretty as fuck and I'm tryna slay
""Let's do this right now"" is what I'm trying to say
I can tell you don't love him, you're dying to stray
I do not give a fuck 'bout your ex
I'm not looking for love, I'm just looking for sex
Tension between us had me feeling vexed
Then she sent me a text...

Take me down
Take me all the way down tonight, soon I'll be leaving
Break me down
Break me all the way down, before the night is over
(over)
Let's get lost, Let's get lost
Let's get lost, Let's get lost

That's that endless summer, never going back to school
We do what we wanna, can't tell me no rules
Every night on the town, going out all the time
And I'm tryna take you down, only thing on my mind

Take me down
Take me all the way down tonight, soon I'll be leaving",
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,9251,,Song not found or empty lyrics
Baba O'Riley,The Who,9247,"Out here in the fields, I fight for my meals
I get my back into my living
I don't need to fight to prove I'm right
I don't need to be forgiven, yeah, yeah, yeah, yeah, yeah


Don't cry, don't raise your eye
It's only teenage wasteland

Sally, take my hand, we'll travel south 'cross land
Put out the fire and don't look past my shoulder
The exodus is here, the happy ones are near
Let's get together before we get much older

Teenage wasteland, it's only teenage wasteland
Teenage wasteland, oh, yeah
Teenage wasteland
They're all wasted",
Make You Miss Me,Sam Hunt,9246,"You hear a new song, and it's your favorite
But pretty soon you'll be changin' the station
And all your old shoes are lookin' brand new
They wanna be worn but they never get the chance to
Heavy into everything, ready for the next thing
To catch your eye for a while, then you're over it
You change your mind on it
Soon as the shine's gone
Like you always do, but you don't know it yet, but

Woah, woah
Woah, woah
I ain't gonna be that easy to leave
Woah, woah
Woah, woah

Girl, I'm gonna make you miss me
Make you wish that you were sleepin' in my shirt
Lie about my jacket and tell everyone it's yours
When your phone rings after midnight and you're thinkin' maybe it's me
I'm gonna make you miss me

You're cold and hot
You burn out like a match
Keep the slip knot in the strings you attach
You think it's easy, but that's a lie
The only reason that you're good at goodbye is
Every boy you ever met, was too easy to forget
Well, I ain't goin' out like that

Woah, woah
Woah, woah
I ain't gonna be that easy to leave
Woah, woah
Woah, woah

Girl, I'm gonna make you miss me
Make you wish that you were sleepin' in my shirt
Lie about my jacket and tell everyone it's yours
When your phone rings after midnight and you're thinkin' maybe it's me
I'm gonna make you miss me (Yeah)

Woah, woah
Woah, woah
I ain't gonna be that easy to leave
Woah, woah
Woah, woah
Girl, I'm gonna make you miss me

Writing letters that you're never gonna mail
Stay up and paint my favorite shade of red on your nails
'Cause you can't fall asleep and you're wishin' you were with me
I'm gonna make you miss me
Make you miss me
Make you miss the way my hand fit in your hand
When you're dialin' my number, listening to my favorite bands
I'll say, ""Hey baby, you know you can stay, just come and get me""

I'm gonna make you miss me (Miss me)
I'm gonna make you miss me
Woah, oh-oh-oh
I'm gonna make you miss me",
Adorn,Miguel,9238,"She's art dealer chic
Would you be my friend, my freak?
Uh, she's art dealer chic (Yeah)
Would you be my friend, my freak?

These lips (Would you be my f—)
Can't wait to taste your skin (My friend, my freak)
Baby, no, oh, no (Would you be my friend, my freak?)
And these eyes, yeah
I can't wait to see your grin (Art dealer chic)
Ooh, ooh, baby

Just let my love
Just let my love adorn you (Art dealer chic)
Please, baby (Would you be my friend, my freak?)
Yeah, you gotta know, you gotta know
You know that I adore you (Art dealer chic)
Yeah, baby (Would you be my friend, my freak?)

Baby these fists (Art dealer chic)
Will always protect you (My friend, my freak)
Lady (Would you be my friend, my freak?)
And this mind
Will never neglect you (Art dealer chic)
Yeah baby  (Would you be my), ooh, ooh
And if they try to break us down (Ooh-ooh)
Don't let that affect us
No, baby

You just gotta let my love
Let my love, let my love adorn you (Art dealer chic)
Ahh, le-le-le-let it dress you down
You gotta know, you gotta know
Know that I adore you (Art dealer chic)
Just that, baby
Oh, let my love adorn you, baby
Don't you ever, don't you let nobody tell you different, baby
I'll always adore you
You gotta know now
You gotta know na-nah-now, yeah
(Would you be my friend, my freak?)

Oh, yeah, uh
The same way that the stars adorn the skies, yeah
(Every night, babe)
Now look up sugar (Every night, babe)
Now hey, hey, hey
The same way that my whole world's in your eyes (When I look in your eyes babe)
Ooh, and it's time now (And you know it's time babe)

Just let, let my love
Do you, baby
Hey, le-le-le-let it dress you down
You got to know baby, oh you gotta know
That I adorn you, yeah
Oh, love ain't never looked so good on you

Oh, put it on, baby
Let my love adorn
You",
Ass Drop,Wiz Khalifa,9232,"Goddamn, Goddamn
How the hell you get all that ass in them pants?
How you drinkin' and you ain't got no glass?
And how you came in here and you ain't got no man, what
Damn, to me you look perfect
Bend that ass over; let me see how you work it
Poppin' and shakin', get on your knees hit the dirt
Girl I go so deep in that pussy while he just hitting the surface
What is you sayin'?

Drop it down on it
Made me get a couple bands drop it down on it
Make you get a couple friends drop it down on it
Turn around drop it down, drop it down on it
Do it for a real nigga, do it for a boss
Do somethin' for a boss, do somethin' for a real nigga
Go and do somethin' for a boss
Do somethin' for a boss, do somethin'

You got a ass make a nigga wanna buy a ring
You got a ass make a nigga spend errything
You got a ass make a nigga wanna buy a ring
You got a ass make a nigga spend errything
If you've got an ass like the girls in the videos
Go and bring it my way
Ass so big it could swallow up a stripper pole
I ain't playin', no I ain't playin'
Bust it down on me, I need it, throw it, a boss wanna see it
Just give me a call and I'll beat it
I'll be all where your seat is
Mary Jane got me moving slow
I blow that by the (O, O, O, O...)
Uh

Drop it down on it
Made me get a couple bands drop it down on it
Make you get a couple friends drop it down on it
Turn around drop it down, drop it down on it
Do it for a real nigga, do it for a boss
Do somethin' for a boss, do somethin' for a real nigga
Go and do somethin' for a boss
Do somethin' for a boss, do somethin'

Got a fat ass
Go on and shake that shit
Got a fat ass
Go on and shake that shit
Whoa
Got a fat ass
Go on and shake that shit
You got a fat ass
Go on and shake that shit
Damn

Drop it down on it
Made me get a couple bands drop it down on it
Make you get a couple friends drop it down on it
Turn around drop it down, drop it down on it
Do it for a real nigga, do it for a boss
Do somethin' for a boss, do somethin' for a real nigga
Go and do somethin' for a boss
Do somethin' for a boss, do somethin'",
Maps,Maroon 5,9210,"I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations
I like to think that we had it all
We drew a map to a better place
But on that road, I took a fall
Oh, baby, why did you run away?

I was there for you in your darkest times
I was there for you in your darkest night

But I wonder, where were you
When I was at my worst, down on my knees?
And you said you had my back
So I wonder, where were you
When all the roads you took came back to me?

So I'm following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following

I hear your voice in my sleep at night
Hard to resist temptation
'Cause something strange has come over me
And now, I can't get over you
No, I just can't get over you, ooh

I was there for you in your darkest times
I was there for you in your darkest nights

But I wonder, where were you
When I was at my worst, down on my knees?
And you said you had my back
So I wonder, where were you
When all the roads you took came back to me?

So I'm following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you

Oh, oh, oh, ah
Ooh, oh, oh, ah
Yeah, yeah, yeah, ah
Ah, ah, mmm, ah
Oh, I was there for you, oh, in your darkest time
Oh, I was there for you, oh, in your darkest night
Oh, I was there for you, oh, in your darkest time
Oh, I was there for you, oh, in your darkest night

But I wonder, where were you
When I was at my worst, down on my knees?
And you said you had my back
So I wonder, where were you
When all the roads you took came back to me?

So I'm following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following",
Glorious (feat. Skylar Grey),Macklemore,9196,"You know I'm back, like I never left (I never left)
Another sprint, another step (Another step)
Another day, another breath (Another breath)
Been chasing dreams, but I never slept (I never slept)
I got a new attitude and a lease on life and some peace of mind
Seek and I find, I can sleep when I die
Want a piece of the pie, grab the keys to the ride
And shit I'm straight, I'm on my wave, I'm on my wave
Get out my wake, I'm running late, what can I say?
I heard you die twice, once when they bury you in the grave
And the second time is the last time that somebody mentions your name
So when I leave here on this earth, did I take more than I gave?
Did I look out for the people, or did I do it all for fame?
Legend, it's exodus, searching for euphoria
Trudging through the mud to find the present, no ignoring us
Got 20,000 deep off in the street like we some warriors
My mama told me never bow your head, woo

I feel glorious, glorious
Got a chance to start again
I was born for this, born for this
It's who I am, how could I forget?
I made it through the darkest part of the night
And now I see the sunrise
Now I feel glorious, glorious
I feel glorious, glorious

I'm feeling glorious
The crib looking Victorian (Oh yes it is)
You know that we been going in (Been going in)
Since we hopped out that DeLorean (DeLorean, yeah we win)
En garde, things are just things, they don't make you who you are
Can't pack up a U-Haul and take it with you when you're gone
We posted on the porch, my family's glasses to the stars
My grandma smiling down on me like ""Woo, that boy got bars""
Okay, okay, yes I do
I said amen and hallelujah, let me testify too
Another morning, a morning, won't let self get in my way
I got my breath, I got my faith and I remember why I came, woo

I feel glorious, glorious
Got a chance to start again
I was born for this, born for this
It's who I am, how could I forget?
I made it through the darkest part of the night
And now I see the sunrise
Now I feel glorious, glorious
I feel glorious, glorious

We gon' be alright, put that on my life
When I open my eyes, hope I see you shine
We're planting a flag, they don't understand
The world is up for grabs (Hey, hey, hey)
We gon' be alright, put that on my life
When I open my eyes, hope I see you shine
We're planting a flag, they don't understand
The world is up for grabs (Hey, hey, hey)

I feel glorious, glorious
Got a chance to start again
I was born for this, born for this
It's who I am, how could I forget?
I made it through the darkest part of the night
And now I see the sunrise
Now I feel glorious, glorious
I feel glorious, glorious",
Dani California,Red Hot Chili Peppers,9195,"Gettin' born in the state of Mississippi
Poppa was a copper and her momma was a hippie
In Alabama, she would swing a hammer
Price you gotta pay when you break the panorama

She never knew that there was anything more than poor
What in the world does your company take me for?

Black bandana, sweet Louisiana
Robbin' a bank in the state of Indiana
She's a runner, rebel and a stunner
On her merry way sayin', ""Baby, what you gonna—?""

Lookin' down the barrel of a hot metal .45
Just another way to survive

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess, I'm your priest, yeah, yeah

She's a lover, baby and a fighter
Shoulda seen her comin' when it got a little brighter
With a name like Dani California
Day was gonna come when I was gonna mourn ya

A little loaded, she was stealin' another breath
I love my baby to death

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess, I'm your priest, yeah, yeah

Who knew the other side of you?
Who knew what others died to prove?
Too true to say goodbye to you
Too true to say, say, say

Push the fader, gifted animator
One for the now and eleven for the later
Never made it up to Minnesota
North Dakota man was a-gunnin' for the quota

Down in the Badlands, she was savin' the best for last
It only hurts when I laugh
Gone too fast

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess, I'm your priest, yeah, yeah
California, rest in peace (Do svidaniya)
Simultaneous release (California)
California, show your teeth (Do svidaniya)
She's my priestess, I'm your priest, yeah, yeah",
In The Air Tonight - 2015 Remastered,Phil Collins,9177,,Song not found or empty lyrics
X Gon' Give It To Ya,DMX,9171,"Arf-arf
Yeah, uh, yeah (Grr), yeah, uh (Grr)
Yeah, don't get it twisted
This rap shit is mine, motherfucker
It's not a fuckin' game
Fuck what you heard (Grr)
It's what you hearin' (It's what you hearin')
It's what you hearin' (Listen)
It's what you hearin' (Listen)
It's what you hearin' (Listen)

X gon' give it to ya (What?)
Fuck waitin' for you to get it on your own, X gon' deliver to ya (Uh)
Knock-knock, open up the door, it's real
With the non-stop pop-pop from stainless steel
Go hard, gettin' busy with it (Ooh)
But I got such a good heart that I'll make a motherfucker wonder if he did it (Yeah)
Damn right, and I'll do it again (Yeah)
'Cause I am light so I gots to win (Uh, uh, uh)
Break bread with the enemy (What?)
No matter how many cats I break bread with, I'll break who you sendin' me (Yeah)
You motherfuckers never wanted nothin' but your life saved (Uh)
Bitch, and that's on a light day (Give up)
I'm gettin' down (Down) like a nigga said ""Freeze"" (Uh)
But won't be the one endin' up on his knees
Bitch please, (Come on) if the only thing you cats did
Was came out to play, stay out my way, motherfucker

First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go (What)
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya
First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya

They ain't never gave nothin' to me (Yeah)
But every time I turn around cats got they hands out wantin' somethin' from me (Uh-huh)
I ain't got it, so you can't get it (Yeah)
Let's leave it at that 'cause I ain't with it (Yeah)
Hit it with full strength (What?)
I'm a jail nigga, so I face the world like it's Earl in the bullpen
You against me, me against you (Uh, uh, uh, uh)
Whatever, whenever, nigga, fuck you gon' do?
I'm a wolf in sheep's clothin' (What?)
Only nigga that you know who can chill, come back and get the streets open
I've been doin' this for nineteen years (What?)
Niggas wanna fight me? Fight these tears (What?)
I put in work and it's all for the kids (Uh)
But these cats done forgot what work is (Uh-huh)
They don't know who we be, lookin'
But they don't know who they see, nigga

First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go (What)
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya (Come on)
First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go (Come on)
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya

Ayo, where my niggas at?
I know I got 'em down in the streets, give 'em love and they give it back (Ooh)
Talk too much for too long (What?)
Don't give up, you're too strong (What?)
Love to the wild, wild hunnids (Yeah)
Shout out to niggas that done it (Come on)
And it ain't even about the dough (Uh, uh, uh)
It's about gettin' down for what you stand for, yo, for real

First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go (Come on)
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya (Come on)
First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go (Come on)
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya (Come on)
First, we gonna rock, then we gonna roll
Then we let it pop, go, let it go (Come on)
X gon' give it to ya (Uh), he gon' give it to ya
X gon' give it to ya (Uh), he gon' give it to ya (Come on)

Come on
Uh, uh, come on",
On My Mind,Ellie Goulding,9168,"Oh
Oh, oh, oh, oh
Eh

It's a little blurry how the whole thing started
I don't even really know what you intended
Thought that you were cute and you could make me jealous
Poured it down, so I poured it down
Next thing that I know, I'm in a hotel with you
You were talkin' deep like it was mad love to you
You wanted my heart, but I just liked your tattoos
Poured it down, so I poured it down

And now I don't understand it
You don't mess with love, you mess with the truth
And I know I shouldn't say it
But my heart don't understand

Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind

I always hear, always hear them talkin'
Talkin' 'bout a girl, 'bout a girl with my name
Sayin' that I hurt you, but I still don't get it
You didn't love me, no, not really
Wait
I could've really liked you
I'll bet, I'll bet that's why I keep on thinkin' 'bout you
It's a shame (Shame), you said I was good
So I poured it down, so I poured it down

And now I don't understand it
You don't mess with love, you mess with the truth
And I know I shouldn't say it
But my heart don't understand

Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind

You got yourself in a dangerous zone
'Cause we both have the fear, fear of bein' alone
And I still don't understand it (Ah)
You don't mess with love, you mess with the truth (Ah, ah, ah, ah)
And my heart don't understand it (Ah)
Understand it, understand it (Ah, ah, ah, ah)

Why I got you on my mind (Ah-ah)
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
But my heart don't understand (Ah, ah, ah, ah)
Why I got you on my mind (Ah-ah)
You think you know somebody
Why I got you on my mind (Oh)
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
But my heart don't understand (Ah, ah, ah, ah)
Why I got you on my mind (Ah-ah)

You think you know somebody
You think you know somebody
Why I got you on my mind
You think you know somebody
(Ah, ah, ah, ah, ah-ah)",
Young Blood,The Naked And Famous,9165,"We're only young and naive still
We require certain skills
The mood it changes like the wind
Hard to control when it begins

The bittersweet between my teeth
Trying to find the in-betweens
Fall back in love eventually
Yeah, yeah, yeah, yeah

Can't help myself but count the flaws
Claw my way out through these walls
One temporary escape
Feel it start to permeate
We lie beneath the stars at night
Our hands gripping each other tight
You keep my secrets hope to die
Promises, swear them to the sky

The bittersweet between my teeth
Trying to find the in-betweens
Fall back in love eventually
Yeah, yeah, yeah, yeah

As it withers, brittle it shakes
Can you whisper, as it crumbles and breaks?
As you shiver, count up all your mistakes
Pair of forgivers, let go before it's too late
Can you whisper? Can you whisper?
Can you whisper? Can you whisper?

The bittersweet between my teeth
Trying to find the in-betweens
Fall back in love eventually
Yeah, yeah, yeah, yeah
(Can you whisper?)
The bittersweet between my teeth
(Can you whisper?)
Trying to find the in-betweens
(Can you whisper?)
Fall back in love eventually
(Can you whisper?)
Yeah, yeah, yeah, yeah",
Why'd You Only Call Me When You're High?,Arctic Monkeys,9153,"The mirror's image tells me it's home time
But I'm not finished, 'cause you're not by my side
And as I arrived I thought I saw you leavin'
Carryin' your shoes
Decided that once again I was just dreamin'
Of bumpin' into you

Now, it's three in the mornin'
And I'm tryna' change your mind
Left you multiple missed calls
And to my message, you reply
""Why'd you only call me when you're high?""
""Hi, why'd you only call me when you're high?""

Somewhere darker, talkin' the same shite
I need a partner, (High) well are you out tonight?
It's harder and harder to get you to listen
More I get through the gears
Incapable of makin' alright decisions
And having bad ideas

Now, it's three in the mornin'
And I'm tryna' change your mind
Left you multiple missed calls
And to my message, you reply (Message, you reply)
""Why'd you only call me when you're high?""
(Why'd you only call me when you're)
""Hi, why'd you only call me when you're high?""

And I can't see you here, wonder where I might
It sort of feels like I'm runnin' out of time
I haven't found all I was hopin' to find
You said you got to be up in the mornin'
Gonna have an early night
And you're startin' to bore me, baby
""Why'd you only call me when you're high?""

""Why'd you only ever phone me when you're high?""
""Why'd you only ever phone me when you're high?""
""Why'd you only ever phone me when you're high?""
""Why'd you only ever phone me when you're (high)?""",
Smoke Break (feat. Future),Chance The Rapper,9152,"Smoking the bowl
We just been smoking, uh—
We just been smoking the bowl
We just been smoking the bowl
We just been
We just been smoking the bowl
We just been smoking the bowl
We just been smoking the, we just
The fuck is going on?
When did we buy a bowl?

We just been smoking the bowl
We don't got no time to roll
I'm always out on the road
She don't got time for a whole
Lil' bit of time that we have
We used to purchase a half
It don't be no time to smoke
I'm always throwing on clothes
She always throwing a fit
We don't got no time for no sex
I just put milk in the bowl
She don't be cooking at all
She just put weed in the bowl
She don't have time for herself
She putting points on the board, yes
You know she carry her own
You know she carry the child
She wake up at crack of dawn
She don't be cracking a smile
So when she packing the bowl
I grab her, I tell her

Let me crack this blunt
Slow it down for a second
Break it down, ooh
She said, ""Let me lick this blunt""
Slow it down for a second
Break it down, ooh
We deserve, we deserve (We deserve)
We deserve a smoke break
We deserve, we deserve
We deserve a smoke break

Truth being told
We used to movies and bowl
We used to Netflix and roll
I used to pass her the smoke
She used to laugh at my jokes
You pat my back when I choke
Wish we were stuck in our ways
We way too young to get old
We stuck together like oowops
We smoke to Fetty, sing ""ZooWap""
Traphouse 3
, Guwop
I should've knew when I grew up
It would be no time at all
We went from White Owls to Raws
We went from joints to a bowl
She need a second to breathe
We need a actual smoke sesh

Let me crack your back
Slow it down for a second
Take it down, ooh
Let me run this back
Slow it down for a minute
You deserve, you deserve
We deserve, we deserve (We deserve)
We deserve a smoke break
We deserve, we deserve
We deserve a smoke break

I don't have time to finesse
I put some ice on your neck
But I ain't holding you back
I spend my time on the road
Super ain't saving no hoes
I don't have time to patrol
Let me break these bales right down for a second
When it touch down, ooh
I got to lay back the roof
I got her breakin' the rules
She can't be taking no calls
When she involved with a boss
Please don't get lost in the sauce
Please don't get lost in the sauce
She been like this from the door
Told me her mom was a ho
I gave her Percs for herself
I give her Perc for esteem
I'm tryna crown me a queen
You hear the chains when they cling
I take that molly, it's clean
I push the whip with the wings
I gotta be overseas
I gotta be on the pedal
I push it down to the floor
I got designer galore
I keep some Goyard and 'gars
I smoke out all of my cars
You smell the weed in the air
You smell the smoke in the seats
You went and had our child
You didn't abandon the D
You got me twisted at least
You can

Let me crack your back
Let me rub you all over
Take it down, ooh
Let me make this blunt
Make you dinner or somethin'
You deserve, you deserve
We deserve, we deserve
 (We deserve)
We deserve a smoke break
We deserve, we deserve
We 
deserve a smoke break",
Somebody Else,The 1975,9149,"So I heard you found somebody else
And at first, I thought it was a lie
I took all my things that make sounds
The rest I can do without

I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)

I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

And c'mon baby (I know)
This ain't the last time that I'll see your face
And c'mon baby (I know)
You said you'd find someone to take my place (Place, place)
I just don't believe that you have got it in you
'Cause we are just gonna keep “Doin' it” and every time
I start to believe in anything you're saying
I'm reminded that I should be gettin' over it

I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)

I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone

I don't want your body (I don't want your body)
But I hate to think about you with somebody else
(I don't want your body)
Our love has gone cold
You're intertwining your soul with somebody else
(I don't want your body)
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
(I don't want your body)
No, I don't want your body (I don't want your body)
But I'm picturing your body with somebody else
(I don't want your body)",
